Sigma,Mu
0.182843753604201,0.225826235840511
0.184192659576443,0.227439022688508
0.185541565548685,0.229051809536505
0.186890471520927,0.230664596384502
0.18823937749317,0.232277383232499
0.189588283465412,0.233890170080496
0.190937189437654,0.235502956928493
0.192286095409896,0.23711574377649
0.193635001382138,0.238728530624487
0.19498390735438,0.240341317472484
0.196332813326622,0.241954104320481
0.197681719298865,0.243566891168478
0.199030625271107,0.245179678016475
0.200379531243349,0.246792464864472
0.201728437215591,0.248405251712469
0.203077343187833,0.250018038560466
0.204426249160075,0.251630825408463
0.205775155132317,0.25324361225646
0.20712406110456,0.254856399104457
0.208472967076802,0.256469185952454
0.209821873049044,0.258081972800451
0.211170779021286,0.259694759648448
0.212519684993528,0.261307546496445
0.21386859096577,0.262920333344442
0.215217496938012,0.264533120192439
0.216566402910255,0.266145907040436
0.217915308882497,0.267758693888433
0.219264214854739,0.26937148073643
0.220613120826981,0.270984267584427
0.221962026799223,0.272597054432424
0.223310932771465,0.274209841280421
0.224659838743707,0.275822628128418
0.22600874471595,0.277435414976415
0.227357650688192,0.279048201824412
0.228706556660434,0.280660988672409
0.230055462632676,0.282273775520406
0.231404368604918,0.283886562368403
0.23275327457716,0.2854993492164
0.234102180549403,0.287112136064397
0.235451086521645,0.288724922912394
0.236799992493887,0.290337709760391
0.238148898466129,0.291950496608388
0.239497804438371,0.293563283456385
0.240846710410613,0.295176070304382
0.242195616382855,0.296788857152379
0.243544522355098,0.298401644000376
0.24489342832734,0.300014430848373
0.246242334299582,0.30162721769637
0.247591240271824,0.303240004544367
0.248940146244066,0.304852791392364
0.250289052216308,0.306465578240361
0.25163795818855,0.308078365088358
0.252986864160793,0.309691151936355
0.254335770133035,0.311303938784352
0.255684676105277,0.312916725632349
0.257033582077519,0.314529512480346
0.258382488049761,0.316142299328343
0.259731394022003,0.31775508617634
0.261080299994245,0.319367873024337
0.262429205966488,0.320980659872334
0.26377811193873,0.322593446720331
0.265127017910972,0.324206233568328
0.266475923883214,0.325819020416325
0.267824829855456,0.327431807264322
0.269173735827698,0.329044594112319
0.270522641799941,0.330657380960316
0.271871547772183,0.332270167808313
0.273220453744425,0.33388295465631
0.274569359716667,0.335495741504307
0.275918265688909,0.337108528352304
0.277267171661151,0.338721315200301
0.278616077633393,0.340334102048298
0.279964983605636,0.341946888896295
0.281313889577878,0.343559675744292
0.28266279555012,0.345172462592289
0.284011701522362,0.346785249440286
0.285360607494604,0.348398036288283
0.286709513466846,0.35001082313628
0.288058419439088,0.351623609984277
0.289407325411331,0.353236396832274
0.290756231383573,0.354849183680271
0.292105137355815,0.356461970528268
0.293454043328057,0.358074757376265
0.294802949300299,0.359687544224262
0.296151855272541,0.361300331072259
0.297500761244783,0.362913117920256
0.298849667217026,0.364525904768253
0.300198573189268,0.36613869161625
0.30154747916151,0.367751478464246
0.302896385133752,0.369364265312243
0.304245291105994,0.370977052160241
0.305594197078236,0.372589839008238
0.306943103050478,0.374202625856234
0.308292009022721,0.375815412704232
0.309640914994963,0.377428199552228
0.310989820967205,0.379040986400225
0.312338726939447,0.380653773248222
0.313687632911689,0.382266560096219
0.315036538883931,0.383879346944216
0.316385444856173,0.385492133792213
0.317734350828416,0.38710492064021
0.319083256800658,0.388717707488207
0.3204321627729,0.390330494336204
0.321781068745142,0.391943281184201
0.323129974717384,0.393556068032198
0.324478880689626,0.395168854880195
0.325827786661869,0.396781641728192
0.327176692634111,0.398394428576189
0.328525598606353,0.400007215424186
0.329874504578595,0.401620002272183
0.331223410550837,0.40323278912018
0.332572316523079,0.404845575968177
0.333921222495321,0.406458362816174
0.335270128467564,0.408071149664171
0.336619034439806,0.409683936512168
0.337967940412048,0.411296723360165
0.33931684638429,0.412909510208162
0.340665752356532,0.414522297056159
0.342014658328774,0.416135083904156
0.343363564301016,0.417747870752153
0.344712470273259,0.41936065760015
0.346061376245501,0.420973444448147
0.347410282217743,0.422586231296144
0.348759188189985,0.424199018144141
0.350108094162227,0.425811804992138
0.351457000134469,0.427424591840135
0.352805906106711,0.429037378688132
0.354154812078954,0.430650165536129
0.355503718051196,0.432262952384126
0.356852624023438,0.433875739232123
0.35820152999568,0.43548852608012
0.359550435967922,0.437101312928117
0.360899341940164,0.438714099776114
0.362248247912406,0.440326886624111
0.363597153884649,0.441939673472108
0.364946059856891,0.443552460320105
0.366294965829133,0.445165247168102
0.367643871801375,0.446778034016099
0.368992777773617,0.448390820864096
0.370341683745859,0.450003607712093
0.371690589718102,0.45161639456009
0.373039495690344,0.453229181408087
0.374388401662586,0.454841968256084
0.375737307634828,0.456454755104081
0.37708621360707,0.458067541952078
0.378435119579312,0.459680328800075
0.379784025551554,0.461293115648072
0.381132931523797,0.462905902496069
0.382481837496039,0.464518689344066
0.383830743468281,0.466131476192063
0.385179649440523,0.46774426304006
0.386528555412765,0.469357049888057
0.387877461385007,0.470969836736054
0.389226367357249,0.472582623584051
0.390575273329491,0.474195410432048
0.391924179301734,0.475808197280045
0.393273085273976,0.477420984128042
0.394621991246218,0.479033770976039
0.39597089721846,0.480646557824036
0.397319803190702,0.482259344672033
0.398668709162944,0.48387213152003
0.400017615135187,0.485484918368027
0.401366521107429,0.487097705216024
0.402715427079671,0.488710492064021
0.404064333051913,0.490323278912018
0.405413239024155,0.491936065760015
0.406762144996397,0.493548852608012
0.408111050968639,0.495161639456009
0.409459956940882,0.496774426304006
0.410808862913124,0.498387213152003
0.412157768885366,0.5
